anio,region_sanitaria,municipio_id,municipio_nombre,establecimiento_id,establecimiento_nombre,establecimiento_dependencia,practica_nombre,cantidad
2018,VII,06497,Luján,49700435,C.A.P.S. Ameghino,Municipal,Cesarea,0
2018,VII,06497,Luján,49700435,C.A.P.S. Ameghino,Municipal,Forceps,0
2018,VII,06497,Luján,49700435,C.A.P.S. Ameghino,Municipal,Otros,0
2018,VII,06497,Luján,49700435,C.A.P.S. Ameghino,Municipal,Parto normal,0
2018,X,06707,Saladillo,70700160,C.A.P.S. Asencio Ibarbia,Municipal,Cesarea,0
2018,X,06707,Saladillo,70700160,C.A.P.S. Asencio Ibarbia,Municipal,Forceps,0
2018,X,06707,Saladillo,70700160,C.A.P.S. Asencio Ibarbia,Municipal,Otros,0
2018,X,06707,Saladillo,70700160,C.A.P.S. Asencio Ibarbia,Municipal,Parto normal,0
2018,I,06833,Tres Arroyos,83300349,C.A.P.S. Benito Machado,Municipal,Cesarea,0
2018,I,06833,Tres Arroyos,83300349,C.A.P.S. Benito Machado,Municipal,Forceps,0
2018,I,06833,Tres Arroyos,83300349,C.A.P.S. Benito Machado,Municipal,Otros,0
2018,I,06833,Tres Arroyos,83300349,C.A.P.S. Benito Machado,Municipal,Parto normal,0
2018,VIII,06280,General Alvarado,28000131,C.A.P.S. Bo. Belgrano,Municipal,Cesarea,0
2018,VIII,06280,General Alvarado,28000131,C.A.P.S. Bo. Belgrano,Municipal,Forceps,0
2018,VIII,06280,General Alvarado,28000131,C.A.P.S. Bo. Belgrano,Municipal,Otros,0
2018,VIII,06280,General Alvarado,28000131,C.A.P.S. Bo. Belgrano,Municipal,Parto normal,0
2018,I,06833,Tres Arroyos,83300331,C.A.P.S. Bo. Boca,Municipal,Cesarea,0
2018,I,06833,Tres Arroyos,83300331,C.A.P.S. Bo. Boca,Municipal,Forceps,0
2018,I,06833,Tres Arroyos,83300331,C.A.P.S. Bo. Boca,Municipal,Otros,0
2018,I,06833,Tres Arroyos,83300331,C.A.P.S. Bo. Boca,Municipal,Parto normal,0
2018,VIII,06280,General Alvarado,28000140,C.A.P.S. Bo. Oeste,Municipal,Cesarea,0
2018,VIII,06280,General Alvarado,28000140,C.A.P.S. Bo. Oeste,Municipal,Forceps,0
2018,VIII,06280,General Alvarado,28000140,C.A.P.S. Bo. Oeste,Municipal,Otros,0
2018,VIII,06280,General Alvarado,28000140,C.A.P.S. Bo. Oeste,Municipal,Parto normal,0
2018,X,06707,Saladillo,70700089,C.A.P.S. Cazon,Municipal,Cesarea,0
2018,X,06707,Saladillo,70700089,C.A.P.S. Cazon,Municipal,Forceps,0
2018,X,06707,Saladillo,70700089,C.A.P.S. Cazon,Municipal,Otros,0
2018,X,06707,Saladillo,70700089,C.A.P.S. Cazon,Municipal,Parto normal,0
2018,VII,06568,Morón,56800891,C.A.P.S. Dr. Gelpi,Municipal,Cesarea,0
2018,VII,06568,Morón,56800891,C.A.P.S. Dr. Gelpi,Municipal,Forceps,0
2018,VII,06568,Morón,56800891,C.A.P.S. Dr. Gelpi,Municipal,Otros,0
2018,VII,06568,Morón,56800891,C.A.P.S. Dr. Gelpi,Municipal,Parto normal,0
2018,V,06252,Escobar,25200067,C.A.P.S. Dr. L. Resio,Municipal,Cesarea,0
2018,V,06252,Escobar,25200067,C.A.P.S. Dr. L. Resio,Municipal,Forceps,0
2018,V,06252,Escobar,25200067,C.A.P.S. Dr. L. Resio,Municipal,Otros,0
2018,V,06252,Escobar,25200067,C.A.P.S. Dr. L. Resio,Municipal,Parto normal,0
2018,VII,06568,Morón,56800637,C.A.P.S. Dr. Monte,Municipal,Cesarea,0
2018,VII,06568,Morón,56800637,C.A.P.S. Dr. Monte,Municipal,Forceps,0
2018,VII,06568,Morón,56800637,C.A.P.S. Dr. Monte,Municipal,Otros,0
2018,VII,06568,Morón,56800637,C.A.P.S. Dr. Monte,Municipal,Parto normal,0
2018,V,06252,Escobar,25200105,C.A.P.S. Eva Peron,Municipal,Cesarea,0
2018,V,06252,Escobar,25200105,C.A.P.S. Eva Peron,Municipal,Forceps,0
2018,V,06252,Escobar,25200105,C.A.P.S. Eva Peron,Municipal,Otros,0
2018,V,06252,Escobar,25200105,C.A.P.S. Eva Peron,Municipal,Parto normal,0
2018,X,06707,Saladillo,70700186,C.A.P.S. Hilario Armendariz,Municipal,Cesarea,0
2018,X,06707,Saladillo,70700186,C.A.P.S. Hilario Armendariz,Municipal,Forceps,0
2018,X,06707,Saladillo,70700186,C.A.P.S. Hilario Armendariz,Municipal,Otros,0
2018,X,06707,Saladillo,70700186,C.A.P.S. Hilario Armendariz,Municipal,Parto normal,0
2018,VIII,06280,General Alvarado,28000085,C.A.P.S. J. De Dios Estela,Municipal,Cesarea,0
2018,VIII,06280,General Alvarado,28000085,C.A.P.S. J. De Dios Estela,Municipal,Forceps,0
2018,VIII,06280,General Alvarado,28000085,C.A.P.S. J. De Dios Estela,Municipal,Otros,0
2018,VIII,06280,General Alvarado,28000085,C.A.P.S. J. De Dios Estela,Municipal,Parto normal,0
2018,V,06252,Escobar,25200164,C.A.P.S. Juan C. Selles,Municipal,Cesarea,0
2018,V,06252,Escobar,25200164,C.A.P.S. Juan C. Selles,Municipal,Forceps,0
2018,V,06252,Escobar,25200164,C.A.P.S. Juan C. Selles,Municipal,Otros,0
2018,V,06252,Escobar,25200164,C.A.P.S. Juan C. Selles,Municipal,Parto normal,0
2018,VII,06568,Morón,56801340,C.A.P.S. Juana Azurduy,Municipal,Cesarea,0
2018,VII,06568,Morón,56801340,C.A.P.S. Juana Azurduy,Municipal,Forceps,0
2018,VII,06568,Morón,56801340,C.A.P.S. Juana Azurduy,Municipal,Otros,0
2018,VII,06568,Morón,56801340,C.A.P.S. Juana Azurduy,Municipal,Parto normal,0
2018,VII,06568,Morón,56800734,C.A.P.S. Loma Verde,Municipal,Cesarea,0
2018,VII,06568,Morón,56800734,C.A.P.S. Loma Verde,Municipal,Forceps,0
2018,VII,06568,Morón,56800734,C.A.P.S. Loma Verde,Municipal,Otros,0
2018,VII,06568,Morón,56800734,C.A.P.S. Loma Verde,Municipal,Parto normal,0
2018,VII,06568,Morón,56800696,C.A.P.S. Malvinas Argentinas,Municipal,Cesarea,0
2018,VII,06568,Morón,56800696,C.A.P.S. Malvinas Argentinas,Municipal,Forceps,0
2018,VII,06568,Morón,56800696,C.A.P.S. Malvinas Argentinas,Municipal,Otros,0
2018,VII,06568,Morón,56800696,C.A.P.S. Malvinas Argentinas,Municipal,Parto normal,0
2018,VII,06840,Tres de Febrero,84000314,C.A.P.S. N° 10 Ctro. Munic. de Salud,Municipal,Cesarea,0
2018,VII,06840,Tres de Febrero,84000314,C.A.P.S. N° 10 Ctro. Munic. de Salud,Municipal,Forceps,0
2018,VII,06840,Tres de Febrero,84000314,C.A.P.S. N° 10 Ctro. Munic. de Salud,Municipal,Otros,0
2018,VII,06840,Tres de Febrero,84000314,C.A.P.S. N° 10 Ctro. Munic. de Salud,Municipal,Parto normal,0
2018,VII,06840,Tres de Febrero,84000292,C.A.P.S. N° 11 Ctro. Mat. Infantil Nº 1,Municipal,Cesarea,0
2018,VII,06840,Tres de Febrero,84000292,C.A.P.S. N° 11 Ctro. Mat. Infantil Nº 1,Municipal,Forceps,0
2018,VII,06840,Tres de Febrero,84000292,C.A.P.S. N° 11 Ctro. Mat. Infantil Nº 1,Municipal,Otros,0
2018,VII,06840,Tres de Febrero,84000292,C.A.P.S. N° 11 Ctro. Mat. Infantil Nº 1,Municipal,Parto normal,0
2018,VII,06840,Tres de Febrero,84000306,C.A.P.S. N° 12 Ctro. Mat. Infantil Nº 2,Municipal,Cesarea,0
2018,VII,06840,Tres de Febrero,84000306,C.A.P.S. N° 12 Ctro. Mat. Infantil Nº 2,Municipal,Forceps,0
2018,VII,06840,Tres de Febrero,84000306,C.A.P.S. N° 12 Ctro. Mat. Infantil Nº 2,Municipal,Otros,0
2018,VII,06840,Tres de Febrero,84000306,C.A.P.S. N° 12 Ctro. Mat. Infantil Nº 2,Municipal,Parto normal,0
2018,VII,06840,Tres de Febrero,84000501,C.A.P.S. N° 13 Ctro. Mat. Infantil Nº 3,Municipal,Cesarea,0
2018,VII,06840,Tres de Febrero,84000501,C.A.P.S. N° 13 Ctro. Mat. Infantil Nº 3,Municipal,Forceps,0
2018,VII,06840,Tres de Febrero,84000501,C.A.P.S. N° 13 Ctro. Mat. Infantil Nº 3,Municipal,Otros,0
2018,VII,06840,Tres de Febrero,84000501,C.A.P.S. N° 13 Ctro. Mat. Infantil Nº 3,Municipal,Parto normal,0
2018,I,06875,Villarino,87500199,C.A.P.S. N° 2,Municipal,Cesarea,0
2018,I,06875,Villarino,87500199,C.A.P.S. N° 2,Municipal,Forceps,0
2018,I,06875,Villarino,87500199,C.A.P.S. N° 2,Municipal,Otros,0
2018,I,06875,Villarino,87500199,C.A.P.S. N° 2,Municipal,Parto normal,0
2018,I,06875,Villarino,87500202,C.A.P.S. N° 4,Municipal,Cesarea,0
2018,I,06875,Villarino,87500202,C.A.P.S. N° 4,Municipal,Forceps,0
2018,I,06875,Villarino,87500202,C.A.P.S. N° 4,Municipal,Otros,0
2018,I,06875,Villarino,87500202,C.A.P.S. N° 4,Municipal,Parto normal,0
2018,VII,06840,Tres de Febrero,84000012,C.A.P.S. Nº 1,Municipal,Cesarea,0
2018,VII,06840,Tres de Febrero,84000012,C.A.P.S. Nº 1,Municipal,Forceps,0
2018,VII,06840,Tres de Febrero,84000012,C.A.P.S. Nº 1,Municipal,Otros,0
2018,VII,06840,Tres de Febrero,84000012,C.A.P.S. Nº 1,Municipal,Parto normal,0
2018,VII,06840,Tres de Febrero,84000063,C.A.P.S. Nº 2,Municipal,Cesarea,0
2018,VII,06840,Tres de Febrero,84000063,C.A.P.S. Nº 2,Municipal,Forceps,0
2018,VII,06840,Tres de Febrero,84000063,C.A.P.S. Nº 2,Municipal,Otros,0
2018,VII,06840,Tres de Febrero,84000063,C.A.P.S. Nº 2,Municipal,Parto normal,0
2018,VII,06840,Tres de Febrero,84000071,C.A.P.S. Nº 3,Municipal,Cesarea,0
2018,VII,06840,Tres de Febrero,84000071,C.A.P.S. Nº 3,Municipal,Forceps,0
2018,VII,06840,Tres de Febrero,84000071,C.A.P.S. Nº 3,Municipal,Otros,0
2018,VII,06840,Tres de Febrero,84000071,C.A.P.S. Nº 3,Municipal,Parto normal,0
2018,VII,06840,Tres de Febrero,84000101,C.A.P.S. Nº 4,Municipal,Cesarea,0
2018,VII,06840,Tres de Febrero,84000101,C.A.P.S. Nº 4,Municipal,Forceps,0
2018,VII,06840,Tres de Febrero,84000101,C.A.P.S. Nº 4,Municipal,Otros,0
2018,VII,06840,Tres de Febrero,84000101,C.A.P.S. Nº 4,Municipal,Parto normal,0
2018,VII,06840,Tres de Febrero,84000152,C.A.P.S. Nº 5,Municipal,Cesarea,0
2018,VII,06840,Tres de Febrero,84000152,C.A.P.S. Nº 5,Municipal,Forceps,0
2018,VII,06840,Tres de Febrero,84000152,C.A.P.S. Nº 5,Municipal,Otros,0
2018,VII,06840,Tres de Febrero,84000152,C.A.P.S. Nº 5,Municipal,Parto normal,0
2018,VII,06840,Tres de Febrero,84000047,C.A.P.S. Nº 6,Municipal,Cesarea,0
2018,VII,06840,Tres de Febrero,84000047,C.A.P.S. Nº 6,Municipal,Forceps,0
2018,VII,06840,Tres de Febrero,84000047,C.A.P.S. Nº 6,Municipal,Otros,0
2018,VII,06840,Tres de Febrero,84000047,C.A.P.S. Nº 6,Municipal,Parto normal,0
2018,VII,06840,Tres de Febrero,84000381,C.A.P.S. Nº 7,Municipal,Cesarea,0
2018,VII,06840,Tres de Febrero,84000381,C.A.P.S. Nº 7,Municipal,Forceps,0
2018,VII,06840,Tres de Febrero,84000381,C.A.P.S. Nº 7,Municipal,Otros,0
2018,VII,06840,Tres de Febrero,84000381,C.A.P.S. Nº 7,Municipal,Parto normal,0
2018,VII,06840,Tres de Febrero,84000284,C.A.P.S. Nº 8,Municipal,Cesarea,0
2018,VII,06840,Tres de Febrero,84000284,C.A.P.S. Nº 8,Municipal,Forceps,0
2018,VII,06840,Tres de Febrero,84000284,C.A.P.S. Nº 8,Municipal,Otros,0
2018,VII,06840,Tres de Febrero,84000284,C.A.P.S. Nº 8,Municipal,Parto normal,0
2018,VII,06840,Tres de Febrero,84000322,C.A.P.S. Nº 9,Municipal,Cesarea,0
2018,VII,06840,Tres de Febrero,84000322,C.A.P.S. Nº 9,Municipal,Forceps,0
2018,VII,06840,Tres de Febrero,84000322,C.A.P.S. Nº 9,Municipal,Otros,0
2018,VII,06840,Tres de Febrero,84000322,C.A.P.S. Nº 9,Municipal,Parto normal,0
2018,VII,06568,Morón,56800807,C.A.P.S. Ntra. Sra. del Valle,Municipal,Cesarea,0
2018,VII,06568,Morón,56800807,C.A.P.S. Ntra. Sra. del Valle,Municipal,Forceps,0
2018,VII,06568,Morón,56800807,C.A.P.S. Ntra. Sra. del Valle,Municipal,Otros,0
2018,VII,06568,Morón,56800807,C.A.P.S. Ntra. Sra. del Valle,Municipal,Parto normal,0
2018,VII,06497,Luján,49700419,C.A.P.S. Open Door,Municipal,Cesarea,0
2018,VII,06497,Luján,49700419,C.A.P.S. Open Door,Municipal,Forceps,0
2018,VII,06497,Luján,49700419,C.A.P.S. Open Door,Municipal,Otros,0
2018,VII,06497,Luján,49700419,C.A.P.S. Open Door,Municipal,Parto normal,0
2018,VIII,06280,General Alvarado,28000093,C.A.P.S. Parque Mar,Municipal,Cesarea,0
2018,VIII,06280,General Alvarado,28000093,C.A.P.S. Parque Mar,Municipal,Forceps,0
2018,VIII,06280,General Alvarado,28000093,C.A.P.S. Parque Mar,Municipal,Otros,0
2018,VIII,06280,General Alvarado,28000093,C.A.P.S. Parque Mar,Municipal,Parto normal,0
2018,X,06707,Saladillo,70700062,C.A.P.S. Polvaredas,Municipal,Cesarea,0
2018,X,06707,Saladillo,70700062,C.A.P.S. Polvaredas,Municipal,Forceps,0
2018,X,06707,Saladillo,70700062,C.A.P.S. Polvaredas,Municipal,Otros,0
2018,X,06707,Saladillo,70700062,C.A.P.S. Polvaredas,Municipal,Parto normal,0
2018,VII,06497,Luján,49700346,C.A.P.S. Pque. Lasa,Municipal,Cesarea,0
2018,VII,06497,Luján,49700346,C.A.P.S. Pque. Lasa,Municipal,Forceps,0
2018,VII,06497,Luján,49700346,C.A.P.S. Pque. Lasa,Municipal,Otros,0
2018,VII,06497,Luján,49700346,C.A.P.S. Pque. Lasa,Municipal,Parto normal,0
2018,VII,06568,Morón,56800912,C.A.P.S. Pte. Ibanez,Municipal,Cesarea,0
2018,VII,06568,Morón,56800912,C.A.P.S. Pte. Ibanez,Municipal,Forceps,0
2018,VII,06568,Morón,56800912,C.A.P.S. Pte. Ibanez,Municipal,Otros,0
2018,VII,06568,Morón,56800912,C.A.P.S. Pte. Ibanez,Municipal,Parto normal,0
2018,V,06252,Escobar,25200270,C.A.P.S. Ramon Carrillo,Municipal,Cesarea,0
2018,V,06252,Escobar,25200270,C.A.P.S. Ramon Carrillo,Municipal,Forceps,0
2018,V,06252,Escobar,25200270,C.A.P.S. Ramon Carrillo,Municipal,Otros,0
2018,V,06252,Escobar,25200270,C.A.P.S. Ramon Carrillo,Municipal,Parto normal,0
2018,IV,06728,San Andrés de Giles,72800137,C.A.P.S. Ramon Carrillo,Municipal,Cesarea,0
2018,IV,06728,San Andrés de Giles,72800137,C.A.P.S. Ramon Carrillo,Municipal,Forceps,0
2018,IV,06728,San Andrés de Giles,72800137,C.A.P.S. Ramon Carrillo,Municipal,Otros,0
2018,IV,06728,San Andrés de Giles,72800137,C.A.P.S. Ramon Carrillo,Municipal,Parto normal,0
2018,X,06707,Saladillo,70700101,C.A.P.S. Saavedra,Municipal,Cesarea,0
2018,X,06707,Saladillo,70700101,C.A.P.S. Saavedra,Municipal,Forceps,0
2018,X,06707,Saladillo,70700101,C.A.P.S. Saavedra,Municipal,Otros,0
2018,X,06707,Saladillo,70700101,C.A.P.S. Saavedra,Municipal,Parto normal,0
2018,X,06707,Saladillo,70700127,C.A.P.S. Saladillo Norte,Municipal,Cesarea,0
2018,X,06707,Saladillo,70700127,C.A.P.S. Saladillo Norte,Municipal,Forceps,0
2018,X,06707,Saladillo,70700127,C.A.P.S. Saladillo Norte,Municipal,Otros,0
2018,X,06707,Saladillo,70700127,C.A.P.S. Saladillo Norte,Municipal,Parto normal,0
2018,V,06756,San Isidro,75601194,C.A.P.S. San Isidro Labrador,Municipal,Cesarea,0
2018,V,06756,San Isidro,75601194,C.A.P.S. San Isidro Labrador,Municipal,Forceps,0
2018,V,06756,San Isidro,75601194,C.A.P.S. San Isidro Labrador,Municipal,Otros,0
2018,V,06756,San Isidro,75601194,C.A.P.S. San Isidro Labrador,Municipal,Parto normal,0
2018,X,06707,Saladillo,70700135,C.A.P.S. San Roque,Municipal,Cesarea,0
2018,X,06707,Saladillo,70700135,C.A.P.S. San Roque,Municipal,Forceps,0
2018,X,06707,Saladillo,70700135,C.A.P.S. San Roque,Municipal,Otros,0
2018,X,06707,Saladillo,70700135,C.A.P.S. San Roque,Municipal,Parto normal,0
2018,VII,06568,Morón,56801399,C.A.P.S. Santa Laura,Municipal,Cesarea,0
2018,VII,06568,Morón,56801399,C.A.P.S. Santa Laura,Municipal,Forceps,0
2018,VII,06568,Morón,56801399,C.A.P.S. Santa Laura,Municipal,Otros,0
2018,VII,06568,Morón,56801399,C.A.P.S. Santa Laura,Municipal,Parto normal,0
2018,VII,06568,Morón,56800700,C.A.P.S. Va. Rivadavia,Municipal,Cesarea,0
2018,VII,06568,Morón,56800700,C.A.P.S. Va. Rivadavia,Municipal,Forceps,0
2018,VII,06568,Morón,56800700,C.A.P.S. Va. Rivadavia,Municipal,Otros,0
2018,VII,06568,Morón,56800700,C.A.P.S. Va. Rivadavia,Municipal,Parto normal,0
2018,IV,06077,Arrecifes,07700087,C.A.P.S. Villa Sanguinetti J. Aguilera,Municipal,Cesarea,0
2018,IV,06077,Arrecifes,07700087,C.A.P.S. Villa Sanguinetti J. Aguilera,Municipal,Forceps,0
2018,IV,06077,Arrecifes,07700087,C.A.P.S. Villa Sanguinetti J. Aguilera,Municipal,Otros,0
2018,IV,06077,Arrecifes,07700087,C.A.P.S. Villa Sanguinetti J. Aguilera,Municipal,Parto normal,0
2018,V,06760,San Miguel,76001935,CAPS 20 de Julio,Municipal,Cesarea,0
2018,V,06760,San Miguel,76001935,CAPS 20 de Julio,Municipal,Forceps,0
2018,V,06760,San Miguel,76001935,CAPS 20 de Julio,Municipal,Otros,0
2018,V,06760,San Miguel,76001935,CAPS 20 de Julio,Municipal,Parto normal,0
2018,VIII,06280,General Alvarado,28000166,CAPS BARRIO AEROPARQUE,Municipal,Cesarea,0
2018,VIII,06280,General Alvarado,28000166,CAPS BARRIO AEROPARQUE,Municipal,Forceps,0
2018,VIII,06280,General Alvarado,28000166,CAPS BARRIO AEROPARQUE,Municipal,Otros,0
2018,VIII,06280,General Alvarado,28000166,CAPS BARRIO AEROPARQUE,Municipal,Parto normal,0
2018,III,06351,General Pinto,35100104,CAPS Centro Integrador Comunitario Gral Pinto,Municipal,Cesarea,0
2018,III,06351,General Pinto,35100104,CAPS Centro Integrador Comunitario Gral Pinto,Municipal,Forceps,0
2018,III,06351,General Pinto,35100104,CAPS Centro Integrador Comunitario Gral Pinto,Municipal,Otros,0
2018,III,06351,General Pinto,35100104,CAPS Centro Integrador Comunitario Gral Pinto,Municipal,Parto normal,0
2018,V,06760,San Miguel,76001683,CAPS CIC Maria Lobato,Municipal,Cesarea,0
2018,V,06760,San Miguel,76001683,CAPS CIC Maria Lobato,Municipal,Forceps,0
2018,V,06760,San Miguel,76001683,CAPS CIC Maria Lobato,Municipal,Otros,0
2018,V,06760,San Miguel,76001683,CAPS CIC Maria Lobato,Municipal,Parto normal,0
2018,V,06638,Pilar,63800979,"CAPS Ctro de Educacion, Prevencion y Atencion al paciente Diabetico",Municipal,Cesarea,0
2018,V,06638,Pilar,63800979,"CAPS Ctro de Educacion, Prevencion y Atencion al paciente Diabetico",Municipal,Forceps,0
2018,V,06638,Pilar,63800979,"CAPS Ctro de Educacion, Prevencion y Atencion al paciente Diabetico",Municipal,Otros,0
2018,V,06638,Pilar,63800979,"CAPS Ctro de Educacion, Prevencion y Atencion al paciente Diabetico",Municipal,Parto normal,0
2018,V,06760,San Miguel,76001743,CAPS Dr. Luis Suarez Paris,Municipal,Cesarea,0
2018,V,06760,San Miguel,76001743,CAPS Dr. Luis Suarez Paris,Municipal,Forceps,0
2018,V,06760,San Miguel,76001743,CAPS Dr. Luis Suarez Paris,Municipal,Otros,0
2018,V,06760,San Miguel,76001743,CAPS Dr. Luis Suarez Paris,Municipal,Parto normal,0
2018,IX,06448,Laprida,44800075,CAPS Malvinas Argentina,Municipal,Cesarea,0
2018,IX,06448,Laprida,44800075,CAPS Malvinas Argentina,Municipal,Forceps,0
2018,IX,06448,Laprida,44800075,CAPS Malvinas Argentina,Municipal,Otros,0
2018,IX,06448,Laprida,44800075,CAPS Malvinas Argentina,Municipal,Parto normal,0
2018,VII,06364,General Rodríguez,36400319,CAPS Nº 17 Bo. Villa Vengochea,Municipal,Cesarea,0
2018,VII,06364,General Rodríguez,36400319,CAPS Nº 17 Bo. Villa Vengochea,Municipal,Forceps,0
2018,VII,06364,General Rodríguez,36400319,CAPS Nº 17 Bo. Villa Vengochea,Municipal,Otros,0
2018,VII,06364,General Rodríguez,36400319,CAPS Nº 17 Bo. Villa Vengochea,Municipal,Parto normal,0
2018,V,06760,San Miguel,76001834,CAPS Padre Mora,Municipal,Cesarea,0
2018,V,06760,San Miguel,76001834,CAPS Padre Mora,Municipal,Forceps,0
2018,V,06760,San Miguel,76001834,CAPS Padre Mora,Municipal,Otros,0
2018,V,06760,San Miguel,76001834,CAPS Padre Mora,Municipal,Parto normal,0
2018,V,06760,San Miguel,76001825,CAPS San Miguel Oeste,Municipal,Cesarea,0
2018,V,06760,San Miguel,76001825,CAPS San Miguel Oeste,Municipal,Forceps,0
2018,V,06760,San Miguel,76001825,CAPS San Miguel Oeste,Municipal,Otros,0
2018,V,06760,San Miguel,76001825,CAPS San Miguel Oeste,Municipal,Parto normal,0
2018,V,06861,Vicente López,86102347,CAPS URI Ramon Carrillo,Municipal,Cesarea,0
2018,V,06861,Vicente López,86102347,CAPS URI Ramon Carrillo,Municipal,Forceps,0
2018,V,06861,Vicente López,86102347,CAPS URI Ramon Carrillo,Municipal,Otros,0
2018,V,06861,Vicente López,86102347,CAPS URI Ramon Carrillo,Municipal,Parto normal,0
2018,V,06760,San Miguel,76001926,CAPS Venerable Madre Camila Rolon,Municipal,Cesarea,0
2018,V,06760,San Miguel,76001926,CAPS Venerable Madre Camila Rolon,Municipal,Forceps,0
2018,V,06760,San Miguel,76001926,CAPS Venerable Madre Camila Rolon,Municipal,Otros,0
2018,V,06760,San Miguel,76001926,CAPS Venerable Madre Camila Rolon,Municipal,Parto normal,0
2018,V,06805,Tigre,80501033,Centro de Atencion Familiar y de Salud Juana Manso,Municipal,Cesarea,0
2018,V,06805,Tigre,80501033,Centro de Atencion Familiar y de Salud Juana Manso,Municipal,Forceps,0
2018,V,06805,Tigre,80501033,Centro de Atencion Familiar y de Salud Juana Manso,Municipal,Otros,0
2018,V,06805,Tigre,80501033,Centro de Atencion Familiar y de Salud Juana Manso,Municipal,Parto normal,0
2018,V,06805,Tigre,80500983,Centro de Atencion Primaria de la Salud Belgrano,Municipal,Cesarea,0
2018,V,06805,Tigre,80500983,Centro de Atencion Primaria de la Salud Belgrano,Municipal,Forceps,0
2018,V,06805,Tigre,80500983,Centro de Atencion Primaria de la Salud Belgrano,Municipal,Otros,0
2018,V,06805,Tigre,80500983,Centro de Atencion Primaria de la Salud Belgrano,Municipal,Parto normal,0
2018,VII,06525,Marcos Paz,52500170,Centro de Atencion Primaria de la Salud C.I.C. Nestor Kirchner,Municipal,Cesarea,0
2018,VII,06525,Marcos Paz,52500170,Centro de Atencion Primaria de la Salud C.I.C. Nestor Kirchner,Municipal,Forceps,0
2018,VII,06525,Marcos Paz,52500170,Centro de Atencion Primaria de la Salud C.I.C. Nestor Kirchner,Municipal,Otros,0
2018,VII,06525,Marcos Paz,52500170,Centro de Atencion Primaria de la Salud C.I.C. Nestor Kirchner,Municipal,Parto normal,0
2018,V,06638,Pilar,63800987,Centro de Atencion Primaria de la Salud Medicina del Deporte,Municipal,Cesarea,0
2018,V,06638,Pilar,63800987,Centro de Atencion Primaria de la Salud Medicina del Deporte,Municipal,Forceps,0
2018,V,06638,Pilar,63800987,Centro de Atencion Primaria de la Salud Medicina del Deporte,Municipal,Otros,0
2018,V,06638,Pilar,63800987,Centro de Atencion Primaria de la Salud Medicina del Deporte,Municipal,Parto normal,0
2018,VII,06364,General Rodríguez,36400329,Centro de Atencion Primaria de la Salud Nº18 Barrio Villa Vengochea,Municipal,Cesarea,0
